"termname","weekname","subject","taskname","description","video_url"
"Term 2","Week 15","English","OBJECTS OF PREPOSITIONS","s","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143059115?h=9c5edba1f5&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Objects of Prepositions (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 15","English","PREPOSITIONAL PHRASES","s","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143056355?h=4764946df0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Prepositional Phrases Y3 (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 29","Mathematics","Probability Review","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145159739?h=5f163945b6&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PROBABILITY REVIEW FINAL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 29","Mathematics","Complementary Events","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145158443?h=ba7762464a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""COMPLEMENTARY EVENTS""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 3","Week 29","Mathematics","Language","x",NULL
"Term 4","Week 31","Mathematics","Finding the Hypotenuse 1","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145157778?h=a81fb31a1f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479%2Fembed"" allow=""autoplay; fullscreen; picture-in-picture"" allowfullscreen="""" frameborder=""0"" style=""position:absolute;top:0;left:0;width:100%;height:100%;""></iframe></div>"
"Term 4","Week 31","Mathematics","Finding the Hypotenuse 2","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145157722?h=8a2ec3a75d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""FIND THE HYPOTENUSE2 fulll""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 31","Mathematics","Finding a Shorter Side","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145157009?h=86c47ac73d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""finding a shorter side fullll""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 32","Mathematics","Composite Shapes 1","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145156132?h=599b3432ee&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""COMPOSITE SHAPES 1""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 32","Mathematics","Composite Shapes 2","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145155865?h=d4bafa3cae&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""COMPOSITE SHAPES 2 FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 33","Mathematics","Acting It Out",NULL,NULL
"Term 4","Week 33","Mathematics","Working Backwards",NULL,NULL
"Term 1","Week 2","English","Informative Writing","x",NULL
"Term 2","Week 16","English","Direct Objects and Indirect Objects","q","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143052640?h=b6277de3d3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Direct vs. Indirect Objects Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 34","Mathematics","Eliminating Possibilities",NULL,NULL
"Term 4","Week 34","Mathematics","The Metric System","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142014168?h=457c63d917&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""THE METRIC SYSTEM FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 14","Mathematics","Percentages as Fractions (calculator)","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141669956?h=0b36d2b72c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PERCENTAGES TO FRACTIONS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 14","Mathematics","Percentages as Decimals","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141668935?h=e94029c9a8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PERCENTAGES TO DECIMALS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 14","Mathematics","Percentages as Decimals (calculator)","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141668935?h=e94029c9a8&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PERCENTAGES TO DECIMALS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 14","Mathematics","Fractions and Decimals as Percentages","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141668896?h=121ab24089&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""FRACTIONS AND DECIMALS AS PERCENTAGES""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 35","Mathematics","Metres and Centimetres","a","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142013544?h=f24e1f4d09&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""METRES AND CENTIMETRES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 35","Mathematics","Kilometres and Metres","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142013157?h=e166e8e009&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""KILOMETRES AND METRES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 33","Mathematics","Problem Questions","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145154936?h=f11858914c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""pythagorean triads full""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 33","Mathematics","Pythagorean Triads","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145154936?h=f11858914c&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""pythagorean triads full""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 34","Mathematics","Perimeter","x",NULL
"Term 4","Week 34","Mathematics","The Parts of a Circle","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145154257?h=d42e802acf&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""THE PARTS OF A CIRCLE FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 36","Mathematics","Length Conversions 1","a","<div style=""padding:50.99% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142012662?h=b9d3286133&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""1 - Length Conversions""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 36","Mathematics","Length Conversions 2","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142012110?h=2d71b9e934&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""LENGTH CONVERSIONS 2 FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 36","Mathematics","Length Conversions 3","a","<div style=""padding:50.99% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142012629?h=6495c4b75d&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""3 - Length Conversion""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 36","Mathematics","Length Conversions 4","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142011973?h=eff9ce4acc&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""LENGTH CONVERSIONS 4 FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 35","Mathematics","Circumference of a Circle","a","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145153620?h=70043223a6&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""CIRCUMFERENCE OF A CIRCLE FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 35","Mathematics","Perimeter of a Sector","a","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145153165?h=a8ee63f579&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""PERIMETER OF A SECTOR""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 37","Mathematics","Operations with Length","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142011464?h=f5b5c6ec75&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""OPERATIONS WITH LENGTH FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 37","Mathematics","Parts of a Circle","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142011058?h=ef8064a370&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""THE PARTS OF A CIRCLE FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 16","English","Conjunctions","a",NULL
"Term 4","Week 38","Mathematics","Top, Front and Side Views","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141789686?h=0c51bfa2b0&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Top, Front and Side Views Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 38","Mathematics","Combinations of Transformations","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142009938?h=d4c504a36a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Combinations of Transformations Y5""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 37","Mathematics","Units of Area","a","<div style=""padding:75% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145152219?h=d8637aaea5&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""units of area full""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 37","Mathematics","Area Review","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1145150940?h=ef18c7fe97&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""AREA REVIEW FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 37","Mathematics","Area of Composite Shapes","x",NULL
"Term 2","Week 19","English","Capitalisation","a",NULL
"Term 3","Week 21","English","Will, Shall and Can","q",NULL
"Term 3","Week 21","English","Would, Should and Could","q",NULL
"Term 4","Week 39","Mathematics","Bar Graphs","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142009534?h=a398ee3e2e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""BAR GRAPHS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 39","Mathematics","Sector Graphs (Pie Graphs)",NULL,NULL
"Term 3","Week 22","English","May, Might, and Must","a",NULL
"Term 3","Week 22","English","Ought to, Need, Dare, and Used to","a",NULL
"Term 4","Week 40","Mathematics","2-Way Tables","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142008883?h=bc54c1518e&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""2-WAY TABLES FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 4","Week 40","Mathematics","Side by Side Column Graphs","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1142007818?h=828fb33312&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""SIDE BY SIDE COLUMN GRAPH FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 17","English","Prefixes and Suffixes","A","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143048695?h=078bc103a5&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Prefixes and Suffixes Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 5","Mathematics","Comparing Fractions",NULL,NULL
"Term 1","Week 5","Mathematics","Mixed Numerals to Improper Fractions",NULL,NULL
"Term 1","Week 5","Mathematics","Improper Fractions to Mixed Numerals",NULL,NULL
"Term 1","Week 5","Mathematics","Addition with Equal Denominators","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141972578?h=c1d5a6de44&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Addition with Equal Denominators Y6 Week 11""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 5","Mathematics","Subtraction with Equal Denominators","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141972935?h=f5e1ee1c1a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Subtraction with Equal Denominators Y4 Week 12""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 18","English","Synonyms and Antonyms","A","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143048169?h=6811e67e1a&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Synonyms and Antonyms Y3""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 15","Mathematics","Percentages of Quantities",NULL,NULL
"Term 2","Week 15","Mathematics","Quantities as Percentages of Others (calculator)",NULL,NULL
"Term 2","Week 15","Mathematics","Describing Patterns","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141843897?h=bb1599dee9&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""DESCRIBING PATTERNS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 15","Mathematics","Geometric Patterns","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141843219?h=d83fc4fcca&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""GEOMETRIC PATTERNS FULL""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 9","English","Subject-Verb Agreement","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1143047682?h=55c6565839&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Subject Verb Agreement Y3 (1)""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 1","Week 9","English","Pronoun-Antecedent Agreement","w",NULL
"Term 2","Week 16","Mathematics","The Use of Letters in Algebra",NULL,NULL
"Term 2","Week 16","Mathematics","Writing algebraic expressions to represent real-world situations (Generalised Arithmetic)",NULL,NULL
"Term 2","Week 16","Mathematics","Evaluation of Algebraic Expressions (Substitution 1)",NULL,NULL
"Term 2","Week 16","Mathematics","Evaluation of Algebraic Expressions (Substitution 2)",NULL,NULL
"Term 2","Week 17","Mathematics","Completing Number Patterns 1",NULL,NULL
"Term 2","Week 17","Mathematics","Completing Number Patterns 2",NULL,NULL
"Term 2","Week 17","Mathematics","Identifying Number Patterns 1",NULL,NULL
"Term 2","Week 17","Mathematics","Identifying Number Patterns 2",NULL,NULL
"Term 2","Week 17","Mathematics","Identifying Number Patterns 3",NULL,NULL
"Term 1","Week 10","English","REVISION- I","a",NULL
"Term 2","Week 18","Mathematics","Like and unlike terms",NULL,NULL
"Term 2","Week 18","Mathematics","Addition and subtraction of linear algebraic expressions (Addition and Subtraction)",NULL,NULL
"Term 2","Week 18","Mathematics","Exponential notation (Multiplication)",NULL,NULL
"Term 1","Week 2","English","Narrative Writing","z",NULL
"Term 2","Week 20","English","Revision II","a",NULL
"Term 2","Week 19","Mathematics","Division",NULL,NULL
"Term 2","Week 19","Mathematics","Distributive law (Grouping Symbols)",NULL,NULL
"Term 2","Week 19","Mathematics","Simplification of linear algebraic expressions",NULL,NULL
"Term 2","Week 20","Mathematics","Identifying Plotted Points",NULL,NULL
"Term 2","Week 20","Mathematics","Plotting Points","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1141835529?h=6a3c53c9c3&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""Plotting points""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
"Term 2","Week 20","Mathematics","Algorithms and Programming Language",NULL,NULL
"Term 2","Week 20","Mathematics","Understanding Equations",NULL,NULL
"Term 3","Week 21","Mathematics","Simple linear equations in one variable (One-Step Equations Involving Addition and Subtraction)",NULL,NULL
"Term 3","Week 21","Mathematics","One-Step Equations Involving Division","a","<div style=""padding:56.25% 0 0 0;position:relative;""><iframe src=""https://player.vimeo.com/video/1148566709?h=69b9271909&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479"" frameborder=""0"" allow=""autoplay; fullscreen; picture-in-picture; clipboard-write; encrypted-media; web-share"" referrerpolicy=""strict-origin-when-cross-origin"" style=""position:absolute;top:0;left:0;width:100%;height:100%;"" title=""One-Step Equations Involving Division""></iframe></div><script src=""https://player.vimeo.com/api/player.js""></script>"
